Company, Ticker,Exchange
GNC Holdings Inc, GNC,NYSE
GO Acquisition Corp, GOAC,NYSE
Goal Acquisition Corporation, PUCK,NASDAQ
Goamerica, GOAM,NASDAQ
Gobi Acquisition Corporation, GOBI,NASDAQ
GoDaddy Inc, GDDY,NYSE
Gogo Inc, GOGO,NASDAQ
GoGreen Investments Corporation, GOGN,NYSE
GoHealth Inc, GOCO,NASDAQ
GoHealth Inc, GOCO,NASDAQ
Golar LNG Limited, GLNG,NASDAQ
Gold Banc, GLDB,NASDAQ
Gold Kist, GKIS,NASDAQ
Gold Resource Corporation, GORO,AMEX
Gold Royalty Corp, GROY,AMEX
Gold Standard Ventures Corporation, GSV,AMEX
Golden Arrow Merger Corporation, GAMC,NASDAQ
Golden Bull Ltd, DNJR,NASDAQ
Golden Enterprises, GLDC,NASDAQ
Golden Entertainment Inc, GDEN,NASDAQ
Golden Falcon Acquisition Corp, GFX,NYSE
Golden Minerals Co, AUMN,AMEX
Golden Nugget Online Gaming Inc, GNOG,NASDAQ
Golden Ocean Group Limited, GOGL,NASDAQ
Golden Path Acquisition Corporation, GPCO,NASDAQ
Golden Star Resources Ltd, GSS,AMEX
Golden State Vintners, VINT,NASDAQ
Goldenbridge Acquisition Ltd, GBRG,NASDAQ
Goldfield Corp, GV,AMEX
Goldleaf Financial Solutions, GFSID,NASDAQ
Goldleaf Finl Solutions, GFSI,NASDAQ
Goldman Sachs BDC Inc, GSBD,NYSE
Goldman Sachs Group Inc, GS,NYSE
Goldman Sachs MLP Energy Renaissance Fund, GER,NYSE
Goldman Sachs MLP Income Opportunities Fund, GMZ,NYSE
GoldMining Inc, GLDG,AMEX
Golf Galaxy, GGXY,NASDAQ
Golub Capital BDC Inc, GBDC,NASDAQ
Good Guys Inc., GGUY,NASDAQ
Good Times Restaurants Inc, GTIM,NASDAQ
Good Times Restaurants Inc., GTIMD,NASDAQ
Good Works Acquisition Corp, GWACU,NASDAQ
Good Works Acquisition Corporation, GWAC,NASDAQ
Good Works II Acquisition Corporation, GWII,NASDAQ
Goodrich Petroleum Corporation, GDP,AMEX
GoodRx Holdings Inc, GDRX,NASDAQ
Goodyear Tire and Rubber Company, GT,NASDAQ
Goodys Family Clothing, GDYS,NASDAQ
Goosehead Insurance Inc, GSHD,NASDAQ
GoPro Inc, GPRO,NASDAQ
Gordon Biersch Brewery Restaur, BIER,NASDAQ
Gordon Pointe Acquisition Corporation, GPAQ,NASDAQ
Goremote Internet Communications, GRIC,NASDAQ
Gores Guggenheim Inc, GGPI,NASDAQ
Gores Guggenheim Inc, GGPIU,NASDAQ
Gores Holdings III, GRSH,NASDAQ
Gores Holdings IV Inc, GHIV,NASDAQ
Gores Holdings IV Inc, GHIVU,NASDAQ
Gores Holdings V Inc, GRSV,NASDAQ
Gores Holdings V Inc, GRSVU,NASDAQ
Gores Holdings VI Inc, GHVI,NASDAQ
Gores Holdings VII Inc, GSEV,NASDAQ
Gores Holdings VIII Inc, GIIX,NASDAQ
Gores Metropoulos II Inc, GMII,NASDAQ
Gores Metropoulos Inc, GMHI,NASDAQ
Gores Technology Partners II Inc, GTPB,NASDAQ
Gores Technology Partners Inc, GTPA,NASDAQ
Gorman Rupp Company, GRC,NYSE
Gossamer Bio Inc, GOSS,NASDAQ
GP Investments Acquisition, GPIA,NASDAQ
GP Strategies Corp, GPX,NYSE
Gpc Biotech AG ADS, GPCB,NASDAQ
Grab Holdings Ltd, GRAB,NASDAQ
Grab Holdings Ltd, GRAB,NASDAQ
Graco Inc, GGG,NYSE
Graf Acquisition Corp IV, GFOR,NYSE
Graf Industrial Corp, GRAF,NYSE
GrafTech International Ltd, EAF,NYSE
Graham Corp, GHM,NYSE
Graham Holdings Company, GHC,NYSE
Gran Tierra Energy Inc, GTE,AMEX
Grand Canyon Education Inc, LOPE,NASDAQ
Grand Toys International - American Depositary Share, GRIND,NASDAQ
Granite City FD & Brwry Wts A, GCFBW,NASDAQ
Granite City Food And Brewery Ltd., GCFBD,NASDAQ
Granite Construction Inc, GVA,NYSE
Granite Point Mortgage Trust Inc, GPMT,NYSE
Graphic Packaging Holding Company, GPK,NYSE
Graphite Bio Inc, GRPH,NASDAQ
Gray Television Inc, GTN,NYSE
Graybug Vision Inc, GRAY,NASDAQ
Graymark Healthcare, GRMHD,NASDAQ
Great Ajax Corp, AJX,NYSE
Great Ajax Corp, AJXA,NYSE
Great Elm Capital Corporation, GECC,NASDAQ
Great Elm Capital Corporation, GECCL,NASDAQ
Great Elm Capital Corporation, GECCM,NASDAQ
Great Elm Capital Corporation, GECCN,NASDAQ
Great Elm Capital Corporation, GECCO,NASDAQ
Great Elm Capital Grp.  - New, GECX,NASDAQ
Great Lakes Dredge and Dock Corporation, GLDD,NASDAQ
Great Lakes Dredge Docp Wrt, GLDDW,NASDAQ
Great Panther Mining Limited, GPL,AMEX
Great Plains Energy Incorporated, GXP,AMEX
Great Southern Bancorp Inc, GSBC,NASDAQ
Great Western Bancorp Inc, GWB,NYSE
Great Wolf Resorts, WOLF,NASDAQ
Greater Bay Bancorp, GBBK,NASDAQ
Greater Community Bancorp, GFLS,NASDAQ
Green Brick Partners Inc, GRBK,NASDAQ
Green Brick Partners Inc, GRBK,NYSE
Green Dot Corporation, GDOT,NYSE
Green Plains Inc, GPRE,NASDAQ
Green Plains Renewable Energy, GPRED,NASDAQ
Green Visor Financial Technology Acquisition Corporation I, GVCI,NASDAQ
Green Visor Financial Technology Acquisition Corporation I, GVCIU,NASDAQ
GreenBox POS, GBOX,NASDAQ
Greenbrier Companies Inc, GBX,NYSE
Greenbrook TMS Inc, GBNH,NASDAQ
Greencity Acquisition Corporation, GRCY,NASDAQ
Greene County Bancorp Inc, GCBC,NASDAQ
Greene County Bancshares, GCBS,NASDAQ
Greenfield Online, SRVY,NASDAQ
Greenhaven Coal Fund Etv, TONS,AMEX
Greenhill and Company Inc, GHL,NYSE
Greenidge Generation Holdings Inc, GREE,NASDAQ
Greenidge Generation Holdings Inc, GREEL,NASDAQ
Greenland Acquisition Corporation, GLAC,NASDAQ
Greenland Technologies Holding Corporation, GTEC,NASDAQ
Greenlane Holdings Inc, GNLN,NASDAQ
Greenlight Capital Re Ltd, GLRE,NASDAQ
GreenPower Motor Company Inc, GP,NASDAQ
Greenpro Capital Corporation, GRNQ,NASDAQ
Greenrose Axquisition Corporation, GNRS,NASDAQ
GreenSky Inc, GSKY,NASDAQ
Greenville First Bancshares Inc., GVBK,NASDAQ
GreenVision Aquisition Corporation, GRNV,NASDAQ
Greenwich LifeSciences Inc, GLSI,NASDAQ
Greg Manning Auctions, GMAI,NASDAQ
Greif Inc, GEF,NYSE
Greka Energy, GRKA,NASDAQ
Grey Global Grp., GREY,NASDAQ
Grid Dynamics Holdings Inc, GDYN,NASDAQ
Griffin Industrial Realty Inc, GRIF,NASDAQ
Griffon Corporation, GFF,NYSE
Grindrod Shipping Holdings Ltd, GRIN,NASDAQ
Gritstone bio Inc, GRTS,NASDAQ
Grocery Outlet Holding Corporation, GO,NASDAQ
Grom Social Enterprises Inc, GROM,NASDAQ
Group 1 Automotive Inc, GPI,NYSE
Group Nine Acquisition Corporation, GNAC,NASDAQ
Groupon Inc, GRPN,NASDAQ
Grove Inc, GRVI,NASDAQ
Growgeneration Corporation, GRWG,NASDAQ
Growth Capital Acquisition Corporation, GCAC,NASDAQ
Growth for Good Acquisition Corporation, GFGDU,NASDAQ
GrubHub Inc, GRUB,NYSE
Grupo Aeroportuario Del Sureste, ASR,NYSE
Grupo Aval Acciones y Valores SA, AVAL,NYSE
Grupo Televisa SA, TV,NYSE
GS Acquisition Holdings Corp II, GSAH,NYSE
GS Financial Corp., GSLA,NASDAQ
GSE Systems Incorporated, GVP,NASDAQ
Gsi Commerce, GSIC,NASDAQ
Gsi Lumonics Inc., GSLI,NASDAQ
GSI Technology, GSIT,NASDAQ
GSV Capital Corporation, GSVC,NASDAQ
GSX Techedu Inc, GSX,NYSE
GT Biopharma Inc, GTBP,NASDAQ
GT Solar International, SOLR,NASDAQ
Gtc Biotherapeutics, GTCBD,NASDAQ
Gtsi Corp., GTSI,NASDAQ
GTT Communications, GTT,AMEX
GTT Communications Inc, GTT,NYSE
Gtx, GTXI,NASDAQ
Gty Technology Holdings - Warrants, GTYHW,NASDAQ
GTY Technology Holdings Inc, GTYH,NASDAQ
Guangshen Railway Co Ltd, GSH,NYSE
Guaranty Bancshares Inc, GNTY,NASDAQ
Guaranty Federal Bancshares Inc, GFED,NASDAQ
Guardant Health Inc, GH,NASDAQ
Guardforce AI Company Ltd, GFAI,NASDAQ
Guardion Health Sciences Inc, GHSI,NASDAQ
Guess Inc, GES,NYSE
Guggenheim Active Allocation Fund, GUG,NYSE
Guggenheim Credit Allocation Fund, GGM,NYSE
Guggenheim Enhanced Equity Income Fund, GPM,NYSE
Guggenheim Enhanced Equity Strategy Fund, GGE,NYSE
Guggenheim Equal Weight Enhanced Equity Income Fund  of Beneficial Interest, GEQ,NYSE
Guggenheim Strategic Opportunities Fund, GOF,NYSE
Guggenheim Taxable Municipal Bond and Inv Grade Debt Trust, GBAB,NYSE
Guidance Software, GUID,NASDAQ
GuideWire Software Inc, GWRE,NYSE
Guild Holdings Company, GHLD,NYSE
Guilford Pharmaceuticals, GLFD,NASDAQ
Guitar Center, GTRC,NASDAQ
Gulf Island Fabrication Inc, GIFI,NASDAQ
Gulf Resources, GFRE,NASDAQ
Gulf Resources Inc, GURE,NASDAQ
Gulfmark Offshore, GMRK,NASDAQ
Gulfport Energy Corporation, GPOR,NASDAQ
Gulfport Energy Corporation, GPOR,NYSE
Gulfstream, GIA,AMEX
GW Pharmaceuticals Plc ADS, GWPHV,NASDAQ
GWG Holdings Inc, GWGH,NASDAQ
GX Acquisition Corporation, GXGX,NASDAQ
GX Acquisition Corporation II, GXII,NASDAQ
GXO Logistics Inc, GXO,NYSE
Gymboree Corp, GYMB,NASDAQ
Gyrodyne LLC, GYRO,NASDAQ
H and E Equipment Services Inc, HEES,NASDAQ
H and R Block Inc, HRB,NYSE
H B Fuller Co, FUL,NYSE
Habit Restaurants Inc, HABT,NASDAQ
Hackett Group Inc, HCKT,NASDAQ
Hackett Grp., ANSR,NASDAQ
Haemonetics Corp, HAE,NYSE
Hagerty Inc, HGTY,NYSE
Haggar, HGGR,NASDAQ
Hain Celestial Group Inc, HAIN,NASDAQ
Halcon Resources Corporation New, HK,NYSE
Hall, HAKI,NASDAQ
Hall of Fame Resort and Entertainment Company, HOFV,NASDAQ
Hallador Energy Company, HNRG,NASDAQ
Halliburton Co, HAL,NYSE
Halliburton Co, HAL,NYSE
Hallmark Financial Services Inc, HALL,NASDAQ
Halozyme Therapeutics Incorporated, HALO,NASDAQ
Hamilton Bancorp, HBK,NASDAQ
Hamilton Beach Brands Holding Company, HBB,NYSE
Hamilton Lane Alliance Holdings I Inc, HLAH,NASDAQ
Hamilton Lane Inc, HLNE,NASDAQ
Hampden Bancorp, HBNK,NASDAQ
Hampton Roads Bankshares, HMPRD,NASDAQ
Hanaro Telecom Inc, HANAD,NASDAQ
Hanarotelecom Incorporated ADS, HANA,NASDAQ
Hancock Jaffe Laboratories Inc, HJLI,NASDAQ
Hancock Whitney Corporation, HWC,NASDAQ
Hancock Whitney Corporation, HWCPL,NASDAQ
Hancock Whitney Corporation, HWCPZ,NASDAQ
Handy & Harman Ltd., HNH,NASDAQ
Hanesbrands Inc, HBI,NYSE
Hanger Inc, HNGR,NYSE
Hanmi Financial Corp., HAFCD,NASDAQ
Hanmi Financial Corporation, HAFC,NASDAQ
Hannon Armstrong Sustainable Infrastructure Capital Inc, HASI,NYSE
Hanover Insurance Group Inc, THG,NYSE
Hansen Medical, HNSN,NASDAQ
Hansen Natural Corp., HANS,NASDAQ
Hanwha Q Cells Co., HQCL,NASDAQ
Happiness Biotech Group Ltd, HAPP,NASDAQ
Harbin Electric, HRBN,NASDAQ
Harbor Biosciences, HEPR,NASDAQ
Harbor Custom Development Inc, HCDI,NASDAQ
Harbor Florida Bancshares, HARB,NASDAQ
HarborOne Bancorp Inc, HONE,NASDAQ
Harley Davidson Inc, HOG,NYSE
Harleysville Grp. Inc., HGIC,NASDAQ
Harleysville Natl Corp Pa, HNBC,NASDAQ
Harman International Industries, HAR,NYSE
Harmonic Inc, HLIT,NASDAQ
Harmony Biosciences Holdings Inc, HRMY,NASDAQ
Harmony Gold Mining Company Limited, HMY,NYSE
Harpoon Therapeutics Inc, HARP,NASDAQ
Harris Interactive, HPOL,NASDAQ
Harris Stratex Networks, HSTX,NASDAQ
Harris Stratex Networks, HSTXV,NASDAQ
Harrow Health Inc, HROW,NASDAQ
Harrow Health Inc, HROWL,NASDAQ
Harsco Corporation, HSC,NYSE
Harte Hanks Inc, HHS,NASDAQ
Harte Hanks Inc, HHS,NYSE
Hartford Financial Services Group Inc, HIG,NYSE
Hartford Financial Services Group Inc, HGH,NYSE
Harvard Bioscience - Common Stock Ex-Distribution When Issued, HBIOV,NASDAQ
Harvard Bioscience Inc, HBIO,NASDAQ
Harvest Capital Credit Corporation, HCAP,NASDAQ
Harvest Capital Credit Corporation, HCAPZ,NASDAQ
Harvey Electronics, HRVED,NASDAQ
Hasbro Inc, HAS,NASDAQ
HashiCorp Inc, HCP,NASDAQ
Hastings Entertainment, HAST,NASDAQ
Havas ADS, HAVS,NASDAQ
Haverty Furniture Companies Inc, HVT,NYSE
Hawaiian Electric Industries, HE,NYSE
Hawaiian Holdings Inc, HA,NASDAQ
Hawkins Inc, HWKN,NASDAQ
Hawks Acquisition Corp, HWKZ,NYSE
Hawthorn Bancshares Inc, HWBK,NASDAQ
Hawthorne Finl, HTHR,NASDAQ
Hayes Lemmerz International, HAYZ,NASDAQ
Haymaker Acquisition Corporation III, HYAC,NASDAQ
Haynes International Inc, HAYN,NASDAQ
Hayward Holdings Inc, HAYW,NYSE
HBT Financial Inc, HBT,NASDAQ
HC2 Holdings Inc, HCHC,NYSE
HCA Healthcare Inc, HCA,NYSE
Hcb Bancshares, HCBB,NASDAQ
HCI Group Inc, HCI,NYSE
HCP Inc, HCP,NYSE
HCW Biologics Inc, HCWB,NASDAQ
HD Supply Holdings Inc, HDS,NASDAQ
HDFC Bank Limited, HDB,NYSE
Health Assurance Acquisition Corporation, HAAC,NASDAQ
Health Assurance Acquisition Corporation, HAACU,NASDAQ
Health Care Select Sector, XLV,AMEX
Health Catalyst Inc, HCAT,NASDAQ
Health Grades, HGRD,NASDAQ
Health Insurance Innovations Inc, HIIQ,NASDAQ
Health Net Inc., HNT,NYSE
Health Sciences Acquisition Corporation 2, HSAQ,NASDAQ
Health Sciences Acquisitions Corporation, HSAC,NASDAQ
Health Sciences Acquisitions Corporation, HSACU,NASDAQ
Healthcare AI Acquisition Corporation, HAIAU,NASDAQ
Healthcare Capital Corporation, HCCC,NASDAQ
Healthcare Merger Corporation, HCCO,NASDAQ
Healthcare Realty Trust Inc, HR,NYSE
Healthcare Services Acquisition Corporation, HCAR,NASDAQ
Healthcare Services Group Inc, HCSG,NASDAQ
Healthcare Tech Ltd, HCTL,NASDAQ
Healthcare Triangle Inc, HCTI,NASDAQ
Healthcare Trust of America Inc New, HTA,NYSE
HealthCor Catalio Acquisition Corporation, HCAQ,NASDAQ
HealthEquity Inc, HQY,NASDAQ
Healthextras, HLEX,NASDAQ
Healthpeak Properties Inc, PEAK,NYSE
HealthStream Inc, HSTM,NASDAQ
Healthways, HWAY,NASDAQ
Healthwell Acquisition Corporation I, HWEL,NASDAQ
Healthwell Acquisition Corporation I, HWELU,NASDAQ
HeartBeam Inc, BEAT,NASDAQ
Heartland Express Inc, HTLD,NASDAQ
Heartland Financial USA Inc, HTLF,NASDAQ
Heartland Payment Systems, HPY,NYSE
Heartport, HPRT,NASDAQ
Heartware International, HTWR,NASDAQ
Heat Biologics Inc, HTBX,NASDAQ
Hebron Technology Company Ltd, HEBT,NASDAQ
Hecla Mining Company, HL,NYSE
Heelys, HLYS,NASDAQ
HEICO Corp, HEI,NYSE
Heidrick and Struggles International Inc, HSII,NASDAQ
Helbiz Inc, HLBZ,NASDAQ
Helen of Troy Ltd, HELE,NASDAQ
Heliogen Inc, HLGN,NYSE
Helios & Matheson Information Technology, HMNYD,NASDAQ
Helios & Matheson North America Inc., HMNA,NASDAQ
Helios Technologies Inc, HLIO,NASDAQ
Helios Technologies Inc, HLIO,NYSE
Helius Medical Technologies Inc, HSDT,NASDAQ
Helix Acquisition Corp, HLXA,NASDAQ
Helix Energy Solutions Group Inc, HLX,NYSE
Helix Energy Solutions Grp., HELX,NASDAQ
Helmerich and Payne Inc, HP,NYSE
Hemisphere Media Group Inc, HMTV,NASDAQ
Hemispherx Biopharma Inc New, HEB,AMEX
Hemlock Federal Financial, HMLK,NASDAQ
Hemosense, HEMO,NASDAQ
Hemosol, HMSL,NASDAQ
Hemosol, HMSLD,NASDAQ
Hennessy Advisors Inc, HNNA,NASDAQ
Hennessy Advisors Inc, HNNAZ,NASDAQ
Hennessy Capital Acquisition Corporation IV, HCAC,NASDAQ
Hennessy Capital Investment Corporation V, HCIC,NASDAQ
Hennessy Capital Investment Corporation V, HCICW,NASDAQ
Hennessy Capital Investment Corporation VI, HCVI,NASDAQ
Henry Bros Electronics, HBE,NASDAQ
Henry Schein, HSICV,NASDAQ
Henry Schein Inc, HSIC,NASDAQ
Hepion Pharmaceuticals Inc, HEPA,NASDAQ
Herbalife Nutrition Ltd, HLF,NYSE
Herc Holdings Inc, HRI,NYSE
Hercules Capital Inc, HCXZ,NYSE
Hercules Capital Inc, HTGC,NYSE
Hercules Capital Inc, HCXY,NYSE
Heritage Commerce Corporation, HTBK,NASDAQ
Heritage Financial Corporation, HFWA,NASDAQ
Heritage Financial Grp., HBOSD,NASDAQ
Heritage Global Inc, HGBL,NASDAQ
Heritage Insurance Holdings Inc, HRTG,NYSE
Heritage Oaks Bancorp, HEOP,NASDAQ
Herley Industries, HRLY,NASDAQ
Herman Miller Inc, MLHR,NASDAQ
Hermitage Offshore Services Ltd, PSV,NYSE
Heron Therapeautics Inc, HRTX,NASDAQ
Hersha Hospitality Trust, HT,NYSE
Hershey Company, HSY,NYSE
Hertiage Crystal Clean Inc, HCCI,NASDAQ
Hertz Global Holdings Inc, HTZ,NASDAQ
Hertz Global Holdings Inc, HTZ,NASDAQ
Hertz Global Holdings Inc, HTZ,NYSE
Herzfeld Caribbean Basin Fund Inc, CUBA,NASDAQ
Heska Corp., HSKAD,NASDAQ
Heska Corporation, HSKA,NASDAQ
Hess Corporation, HES,NYSE
Hess Midstream LP, HESM,NYSE
Hewlett Packard Enterprise Company, HPE,NYSE
Hewlett Packard Enterprise Company, HPE,NYSE
Hexcel Corporation, HXL,NYSE
HEXO Corp, HEXO,NASDAQ
HEXO Corp, HEXO,NYSE
Hexo Corp., HEXO,AMEX
HF Enterprises Inc, HFEN,NASDAQ
HF Financial Corp., HFFC,NASDAQ
HF Foods Group Inc, HFFG,NASDAQ
HHG Capital Corporation, HHGC,NASDAQ
Hhgregg  (IN), HGG,NYSE
Hi Crush Inc, HCR,NYSE
HI/FN, HIFN,NASDAQ
Hibbett Inc, HIBB,NASDAQ
Hicks Acquisition Company II, HKAC,NASDAQ
Hicks Acquisition Company II - Units, HKACU,NASDAQ
Hicks Acquisition Company II - Warrants, HKACW,NASDAQ
HIG Acquisition Corp, HIGA,NYSE
High Income Securities Fund, PCF,NYSE
High Tide Inc, HITI,NASDAQ
HighCape Capital Acquisition Corporation, CAPA,NASDAQ
HIGHLAND ACQUISITION CORP, HLACU,NASDAQ
Highland Global Allocation Fund, HGLB,NYSE
Highland Income Fund, HFRO,NYSE
Highland Transcend Partners I Corp, HTPA,NYSE
HighPeak Energy Inc, HPK,NASDAQ
HighPoint Resources Corporation, HPR,NYSE
Highpower International Inc, HPJ,NASDAQ
Highway Holdings Limited, HIHO,NASDAQ
Highwoods Properties Inc, HIW,NYSE
Hiland Holdings GP, HPGP,NASDAQ
Hill International Inc, HIL,NYSE
Hill Intl, HINT,NASDAQ
Hill Intl Wrt, HINTW,NASDAQ
Hill Rom Holdings, HRC,NYSE
Hillenbrand Inc, HI,NYSE
Hillman Solutions Corporation, HLMN,NASDAQ
Hilltop Holdings Inc, HTH,NYSE
Hilton Grand Vacations Inc, HGV,NYSE
Hilton Grand Vacations Inc., HGV,AMEX
Hilton Worldwide Holdings Inc New, HLT,NYSE
Hims and Hers Health Inc, HIMS,NYSE
Hines Horticulture#, HORTQ,NASDAQ
Hingham Institution for Savings, HIFS,NASDAQ
Hippo Holdings Inc, HIPO,NYSE
HireQuest Inc, HQI,NASDAQ
Hireright, HIRE,NASDAQ
HireRight Holdings Corporation, HRT,NYSE
Hirsch International, HRSH,NASDAQ
Histogen Inc, HSTO,NASDAQ
Histogenics Corporation, HSGX,NASDAQ
Hi-Tech Pharmacal Co., HITK,NASDAQ
Hitek Global Inc, HKIT,NASDAQ
HIVE Blockchain Technologies Ltd, HIVE,NASDAQ
HIVE Blockchain Technologies Ltd, HIVE,NASDAQ
HIVE Blockchain Technologies Ltd, HVBT,NASDAQ
HL Acquisitions Corporation, HCCH,NASDAQ
HMG Courtland Properties Incorporated, HMG,AMEX
HMN Financial Inc, HMNF,NASDAQ
HMS Holdings Corp, HMSY,NASDAQ
HNI Corporation, HNI,NYSE
Hoegh LNG Partners LP, HMLP,NYSE
Holicity Inc, HOL,NASDAQ
Holley Inc, HLLY,NYSE
Hollis-Eden Pharmaceuticals, HEPH,NASDAQ
HollyFrontier Corporation, HFC,NYSE
Hollysys Automation Technologies Ltd, HOLI,NASDAQ
Hollywood Entertainment, HLYW,NASDAQ
Hologic Inc, HOLX,NASDAQ
Home Bancorp Inc, HBCP,NASDAQ
Home BancShares Inc, HOMB,NASDAQ
Home BancShares Inc, HOMB,NYSE
Home City Finl Corp, HCFC,NASDAQ
Home Depot Inc, HD,NYSE
Home Diagnostics, HDIX,NASDAQ
Home Federal Bancorp, HOMED,NASDAQ
Home Federal Bancorp, HOMF,NASDAQ
Home Federal Bancorp Inc of Louisiana, HFBL,NASDAQ
Home Federal Bancorp of Louisiana, HFBLD,NASDAQ
Home Loan Financial, HLFC,NASDAQ
Home Plate Acquisition Corporation, HPLT,NASDAQ
Home Point Capital Inc, HMPT,NASDAQ
Homeinns Hotel Grp. ADS, HMIN,NASDAQ
HomeStreet Inc, HMST,NASDAQ
Hometown Bankshares Corp., HMTA,NASDAQ
HomeTrust Bancshares Inc, HTBI,NASDAQ
Homeunion Holdings Inc. Common Stock, HMU,NASDAQ
Homology Medicines Inc, FIXX,NASDAQ
Honest Company Inc, HNST,NASDAQ
Honeywell International Inc, HON,NASDAQ
Honeywell International Inc, HON,NYSE
Hong Kong Television Network Ltd., CTEL,NASDAQ
Hongli Clean Energy Technologies Corp., CETC,NASDAQ
Hooker Furnishings Corporation, HOFT,NASDAQ
HOOKIPA Pharma Inc, HOOK,NASDAQ
Hope Bancorp Inc, HOPE,NASDAQ
HopFed Bancorp Inc, HFBC,NASDAQ
Horace Mann Educators Corporation, HMN,NYSE
Horizon Acquisition Corporation, SEAT,NASDAQ
Horizon Acquisition Corporation, HZAC,NYSE
Horizon Acquisition Corporation II, HZON,NYSE
Horizon Bancorp Inc, HBNC,NASDAQ
Horizon Global Corporation, HZN,NYSE
Horizon Health Corp, HORC,NASDAQ
Horizon Offshore, HOFF,NASDAQ
Horizon Technology Finance Corporation, HRZN,NASDAQ
Horizon Technology Finance Corporation, HTFA,NYSE
Horizon Technology Finance Corporation, HTFB,NYSE
Horizon Therapeutics Public Limited Company, HZNP,NASDAQ
Horizons Korea Kospi 200 Etf, HKOR,AMEX
Hormel Foods Corporation, HRL,NYSE
Hornbeck Offshore Services Inc, HOS,NYSE
Hortonworks, HDP,NASDAQ
Hospitality Properties Trust, HPT,NASDAQ
Host Hotels and Resorts Inc, HST,NASDAQ
Host Hotels and Resorts Inc, HST,NASDAQ
Host Hotels and Resorts Inc, HST,NYSE
Hostess Brands Inc, TWNK,NASDAQ
Hot Topic, HOTT,NASDAQ
Hoth Therapeutics Inc, HOTH,NASDAQ
Houghton Mifflin Harcourt Company, HMHC,NASDAQ
Houlihan Lokey Inc, HLI,NYSE
Hour Loop Inc, HOUR,NASDAQ
Hour Loop Inc, HOUR,NASDAQ
Housevalues, SOLD,NASDAQ
Houston American Energy Corp, HUSA,AMEX
Houston Wire and Cable Company, HWCC,NASDAQ
Hovnanian Enterprises Inc, HOV,NYSE
Howard Bancorp Inc, HBMD,NASDAQ
Howard Hughes Corporation, HHC,NYSE
Howmet Aerospace Inc, HWM,NYSE
HP Inc, HPQ,NYSE
HPX Corp, HPX,NYSE
Hrg Grp., HRG,AMEX
Hsn, HSNI,NASDAQ
Hsn, HSNIV,NASDAQ
Hsw International, HSWI,NASDAQ
Hsw International, HSWID,NASDAQ
Htetf, HTRN,NASDAQ
HTG Molecular Diagnostics Inc, HTGM,NASDAQ
Huadi International Group Company Ltd, HUDI,NASDAQ
Huaneng Power International Inc, HNP,NYSE
Hub Group Inc, HUBG,NASDAQ
HUBBELL INC CL A, HUBA,NYSE
Hubbell Incorporated, HUBB,NYSE
HubSpot Inc, HUBS,NYSE
HudBay Minerals Inc, HBM,NYSE
Hudson Capital Inc, HUSN,NASDAQ
Hudson Executive Investment Corp, HEC,NASDAQ
Hudson Executive Investment Corporation II, HCII,NASDAQ
Hudson Executive Investment Corporation III, HIII,NASDAQ
Hudson Global Inc, HSON,NASDAQ
Hudson Highland Grp., HHGP,NASDAQ
Hudson Ltd, HUD,NYSE
Hudson Pacific Properties Inc, HPP,NYSE
Hudson River Bancorp, HRBT,NASDAQ
Hudson Technologies Inc, HDSN,NASDAQ
Hudson Valley Holding Corp., HUVL,NASDAQ
Hughes Communications, HUGH,NASDAQ
Hughes Telemati  Uts, HUTCU,NASDAQ
Humacyte Inc, HUMA,NASDAQ
Human Genome Sciences, HGSI,NASDAQ
Humana Inc, HUM,NYSE
HumanCo Acquisition Corporation, HMCO,NASDAQ
Humanigen Inc, HGEN,NASDAQ
Humboldt Bancorp, HBEK,NASDAQ
Hummingbird, HUMC,NASDAQ
Humphrey Hospitality Tr, HUMP,NASDAQ
Hunt Companies Acquisition Corp I, HTAQ,NYSE
Hunt Companies Finance Trust Inc, HCFT,NYSE
Huntington Bancshares Inc, HBAN,NASDAQ
Huntington Bancshares Inc, HBAN,NASDAQ
Huntington Ingalls Industries Inc, HII,NYSE
Huntsman Corporation, HUN,NYSE
Hurco Companies Inc, HURC,NASDAQ
Huron Consulting Group Inc, HURN,NASDAQ
Hurray! Holding CO., HRAY,NASDAQ
Hut 8 Mining Corporation, HUT,NASDAQ
Hut 8 Mining Corporation, HUT,NASDAQ
Hutchinson Technology Incorporated, HTCH,NASDAQ
Huttig Building Products Inc, HBP,NASDAQ
HV Bancorp Inc, HVBC,NASDAQ
Hyatt Hotels Corporation, H,NYSE
Hycor Biomedical Inc., HYBD,NASDAQ
Hycroft Mining Holding Corporation, HYMC,NASDAQ
Hydra Industries Acquisition Corp., HDRA,NASDAQ
Hydra Industries Acquisition Corp. - Units, HDRAU,NASDAQ
Hydra Industries Acquisition Corp. - Warrants, HDRAW,NASDAQ
Hydril, HYDL,NASDAQ
Hydrofarm Holdings Group Inc, HYFM,NASDAQ
Hydrofarm Holdings Group Inc, HYMF,NASDAQ
Hydrogen Corp, HYDG,NASDAQ
Hydrogenics - Common Shares, HYGSD,NASDAQ
Hydrogenics Corporation New, HYGS,NASDAQ
Hygo Energy Transition Ltd, HYGO,NASDAQ
Hyliion Holdings Corp, HYLN,NYSE
Hyperfine Inc, HYPR,NASDAQ
Hyperion Solutions, HYSL,NASDAQ
HyreCar Inc, HYRE,NASDAQ
Hyster Yale Materials Handling Inc, HY,NYSE
